137,61631
137,85031
137,9534
137,92963
138,85116
138,8838
138,93781
138,62
138,61822
138,60230
138,10024
138,98395
138,58814
138,47538
139,73115
139,643
139,95306
139,44668
139,72467
139,43301
139,98494
139,38653
139,21849
139,55919
140,91104
140,22660
140,574
140,89033
140,99653
140,42990
140,42489
140,59894
140,47432
140,55430
141,82076
141,49519
141,60939
141,60026
141,67315
141,84764
141,75042
141,59209
141,74651
141,19215
142,12041
142,2627
142,28316
142,66594
142,24863
142,67710
142,84627
142,68626
142,25699
142,55059
143,32661
143,59322
143,83601
143,29066
143,6967
143,81553
143,79736
143,82464
143,92036
143,81869
144,24871
144,89018
144,26470
144,61642
144,96634
144,16033
144,62056
144,27379
144,47809
144,93602
145,49674
145,39779
145,48113
145,28687
145,96357
145,42646
145,52949
145,75238
145,45082
145,33203
146,5052
146,43561
146,41574
146,82876
146,99057
146,90203
146,90419
146,45145
146,48272
146,13528
147,80339
147,8902
147,64077
147,97456
147,53143
147,95171
147,3862
147,77635
147,29791
147,30978
148,68397
148,11297
148,57741
148,9035
148,22837
148,12644
148,73603
148,6600
148,54673
148,8326
149,9804
149,60469
149,92126
149,56104
149,54975
149,12558
149,9380
149,29296
149,47826
149,45219
150,93232
150,9639
150,74695
150,651
150,87718
150,83683
150,85796
150,46396
150,51769
150,7069
151,42655
151,73847
151,35353
151,77100
151,38917
151,38756
151,57088
151,69309
151,23373
151,75421
152,22034
152,76793
152,7454
152,43252
152,44028
152,97817
152,73233
152,17646
152,18464
152,82497
153,3143
153,18780
153,98325
153,63409
153,1868
153,41213
153,67184
153,30535
153,28275
153,74363
154,91228
154,6364
154,9206
154,87317
154,69765
154,46256
154,70069
154,99568
154,10821
154,21054
155,41621
155,75096
155,38209
155,33414
155,66800
155,64837
155,68703
155,89887
155,64073
155,25097
156,31985
156,41621
156,9738
156,33171
156,86886
156,36628
156,68541
156,73780
156,986
156,10278
157,76746
157,69053
157,5885
157,65672
157,67148
157,4135
157,1807
157,70567
157,8676
157,55529
158,79002
158,20541
158,67613
158,86870
158,9366
158,75418
158,20922
158,49468
158,59022
158,92695
159,40295
159,90473
159,61211
159,71829
159,29670
159,68487
159,61643
159,28872
159,77827
159,39327
160,7302
160,5901
160,47005
160,61359
160,18312
160,42781
160,27167
160,12343
160,92251
160,28149
161,71637
161,80639
161,51731
161,51210
161,58899
161,15464
161,32646
161,19721
161,68196
161,51432
162,39089
162,56617
162,92862
162,18908
162,88165
162,7302
162,55702
162,6549
162,78549
162,61806
163,72951
163,40334
163,76079
163,20423
163,37392
163,45380
163,23902
163,61450
163,10154
163,88246
164,19916
164,56663
164,73920
164,78534
164,90658
164,30344
164,7031
164,8294
164,20918
164,64523
165,87052
165,35604
165,45905
165,75833
165,27559
165,53520
165,51350
165,49374
165,67047
165,42870
166,36176
166,68962
166,19948
166,59586
166,45218
166,90028
166,22548
166,69668
166,12279
166,31535
167,84819
167,80311
167,44769
167,15178
167,93574
167,99104
167,10352
167,80721
167,96541
167,26795
168,52558
168,4413
168,65590
168,74761
168,26140
168,11633
168,60901
168,39777
168,67338
168,88293
169,23114
169,24593
169,86784
169,44272
169,62939
169,23165
169,21475
169,53236
169,79478
169,35674
170,32424
170,57186
170,81970
